1956,1973,1990,2007
Asotin,WA,46,10776,14221,17666,21111
Assumption,LA,17,22130,22417,22704,22991
Atascosa,TX,42,4484,17519,30554,43589
Atchison,KS,15,17570,17237,16904,16571
Atchison,MO,24,9987,8694,7401,6108
Athens,OH,34,51983,55747,59511,63275
Atkinson,GA,9,2223,4223,6223,8223
Atlantic,NJ,29,135005,180218,225431,270644
Atoka,OK,35,9295,11034,12773,14512
Attala,MS,23,16285,17390,18495,19600
Audrain,MO,24,19142,21392,23642,25892
Audubon,IA,14,9861,8598,7335,6072
Auglaize,OH,34,41194,42939,44684,46429
Augusta,VA,45,22802,38842,54882,70922
Aurora,SD,40,3682,3406,3130,2854
Austin,TX,42,6453,13172,19891,26610
Autauga,AL,0,3139,18746,34353,49960
Avery,NC,32,9223,12074,14925,17776
Avoyelles,LA,17,33025,36073,39121,42169
Baca,CO,5,5833,5179,4525,3871
Bacon,GA,9,7696,8633,9570,10507
Bailey,TX,42,8379,7705,7031,6357
Baker,FL,8,4292,11443,18594,25745
Baker,GA,9,3289,3453,3617,3781
Baker,OR,36,14451,14942,15433,15924
Baldwin,AL,0,13070,26141,98955,171769
Baldwin,GA,9,26767,33197,39627,46057
Ballard,KY,16,7035,7459,7883,8307
Baltimore city,MD,19,931986,833809,735632,637455
Baltimore,MD,19,506358,600570,694782,788994
Bamberg,SC,39,19745,18314,16883,15452
Bandera,TX,42,530,1061,10629,20197
Banks,GA,9,2101,4202,10379,16556
Banner,NE,26,1112,986,860,734
Bannock,ID,11,38924,52591,66258,79925
Baraga,MI,21,6822,7396,7970,8544
Barber,KS,15,8026,6946,5866,4786
Barbour,AL,0,20633,23069,25505,27941
Barbour,WV,47,15961,15818,15675,15532
Barnes,ND,33,15961,14235,12509,10783
Barnstable,MA,20,117655,152495,187335,222175
Barnwell,SC,39,15307,17863,20419,22975
Barren,KY,16,19914,27004,34094,41184
Barron,WI,48,31176,35986,40796,45606
Barrow,GA,9,0,15053,30106,67139
Barry,MI,21,32041,41090,50139,59188
Barry,MO,24,10622,19147,27672,36197
Bartholomew,IN,13,42065,52960,63855,74750
Barton,KS,15,32274,30772,29270,27768
Barton,MO,24,8570,9953,11336,12719
Bartow,GA,9,9943,19886,56360,92834
Bastrop,TX,42,2136,4272,38260,72248
Bates,MO,24,10893,12940,14987,17034
Bath,KY,16,5970,7844,9718,11592
Bath,VA,45,5100,4945,4790,4635
Baxter,AR,3,10051,20684,31317,41950
Bay,FL,8,54001,90662,127323,163984
Bay,MI,21,120378,116091,111804,107517
Bayfield,WI,48,11997,13011,14025,15039
Baylor,TX,42,5414,4888,4362,3836
Beadle,SD,40,23526,20907,18288,15669
Bear Lake,ID,11,6520,6301,6082,5863
Beaufort,NC,32,35580,38977,42374,45771
Beaufort,SC,39,13564,27128,87222,147316
Beauregard,LA,17,20631,25346,30061,34776
Beaver,OK,35,7186,6584,5982,5380
Beaver,PA,37,212665,199468,186271,173074
Beaver,UT,43,2127,3448,4769,6090
Beaverhead,MT,25,7679,8054,8429,8804
Becker,MN,22,19835,23878,27921,31964
Beckham,OK,35,16910,17840,18770,19700
Bedford,PA,37,44745,46380,48015,49650
Bedford,TN,41,3625,17104,30583,44062
Bedford,VA,45,3513,24592,45671,66750
Bedford,VA,45,6349,6328,6307,6286
Bee,TX,42,9823,17445,25067,32689
Belknap,NH,28,25945,37646,49347,61048
Bell,KY,16,36514,34005,31496,28987
Bell,TX,42,21012,106333,191654,276975
Belmont,OH,34,76755,73806,70857,67908
Beltrami,MN,22,16294,25399,34504,43609
Ben Hill,GA,9,13351,14784,16217,17650
Benewah,ID,11,5346,6645,7944,9243
Bennett,SD,40,2700,2947,3194,3441
Bennington,VT,44,34658,35256,35854,36452
Benson,ND,33,7637,7415,7193,6971
Bent,CO,5,3396,4212,5028,5844
Benton,AR,3,0,49262,98524,203107
Benton,IA,14,14183,18304,22425,26546
Benton,IN,13,10739,10096,9453,8810
Benton,MN,22,12069,21214,30359,39504
Benton,MO,24,4877,9408,13939,18470
Benton,MS,23,8010,8019,8028,8037
Benton,OR,36,50321,60690,71059,81428
Benton,TN,41,11206,12893,14580,16267
Benton,WA,46,21921,67752,113583,159414
Benzie,MI,21,1733,6992,12251,17510
Bergen,NJ,29,686899,756514,826129,895744
Berkeley,SC,39,60875,95124,129373,163622
Berkeley,WV,47,9972,19944,59839,99734
Berks,PA,37,209526,273669,337812,401955
Berkshire,MA,20,158673,149048,139423,129798
Bernalillo,NM,30,189504,336100,482696,629292
Berrien,GA,9,9015,11584,14153,16722
Berrien,MI,21,165067,163241,161415,159589
Bertie,NC,32,23968,22179,20390,18601
Bethel,AK,1,6753,10235,13717,17199
Bexar,TX,42,374339,781057,1187775,1594493
Bibb,AL,0,7021,11859,16697,21535
Bibb,GA,9,141386,145827,150268,154709
Bienville,LA,17,18822,17517,16212,14907
Big Horn,MT,25,8343,9828,11313,12798
Big Horn,WY,49,8935,9711,10487,11263
Big Stone,MN,22,8034,7151,6268,5385
Billings,ND,33,1674,1382,1090,798
Bingham,ID,11,25877,31740,37603,43466
Black Hawk,IA,14,117573,120864,124155,127446
Blackford,IN,13,15859,14969,14079,13189
Bladen,NC,32,21426,25051,28676,32301
Blaine,ID,11,3011,6022,13791,21560
Blaine,MT,25,6955,6820,6685,6550
Blaine,NE,26,1090,876,662,448
Blaine,OK,35,9409,10431,11453,12475
Blair,PA,37,140725,135659,130593,125527
Blanco,TX,42,1430,2861,5964,9067
Bland,VA,45,5839,6187,6535,6883
Bleckley,GA,9,6777,8620,10463,12306
Bledsoe,TN,41,2965,6338,9711,13084
Blount,AL,0,5191,22332,39473,56614
Blount,TN,41,19241,52779,86317,119855
Blue Earth,MN,22,42933,48556,54179,59802
Boise,ID,11,0,1784,3568,7571
Bolivar,MS,23,50352,46113,41874,37635
Bollinger,MO,24,7756,9210,10664,12118
Bon Homme,SD,40,7167,7135,7103,7071
Bond,IL,12,8875,11951,15027,18103
Bonner,ID,11,6242,12484,26767,41050
Bonneville,ID,11,24734,48671,72608,96545
Boone,AR,3,11736,20048,28360,36672
Boone,IA,14,22818,24009,25200,26391
Boone,IL,12,4215,8431,30981,53531
Boone,IN,13,6638,22471,38304,54137
Boone,KY,16,1893,3787,58123,112459
Boone,MO,24,33611,73219,112827,152435
Boone,NE,26,8950,7809,6668,5527
Boone,WV,47,26941,26361,25781,25201
Borden,TX,42,1212,1003,794,585
Bosque,TX,42,9509,12320,15131,17942
Bossier,LA,17,40461,63209,85957,108705
Botetourt,VA,45,11263,18177,25091,32005
Bottineau,ND,33,11038,9495,7952,6409
Boulder,CO,5,98598,162486,226374,290262
Boundary,ID,11,3291,5818,8345,10872
Bourbon,KS,15,15238,15093,14948,14803
Bourbon,KY,16,18229,18738,19247,19756
Bowie,TX,42,62870,72431,81992,91553
Bowman,ND,33,4846,4212,3578,2944
Box Butte,NE,26,17346,15231,13116,11001
Box Elder,UT,43,14012,25290,36568,47846
Boyd,KY,16,56254,53663,51072,48481
Boyd,NE,26,4252,3541,2830,2119
Boyle,KY,16,19487,22546,25605,28664
Bracken,KY,16,6255,7028,7801,8574
Bradford,FL,8,10277,16441,22605,28769
Bradford,PA,37,60292,60685,61078,61471
Bradley,AR,3,11466,11637,11808,11979
Bradley,TN,41,31084,52537,73990,95443
Branch,MI,21,32436,37022,41608,46194
Brantley,GA,9,2480,6800,11120,15440
Braxton,WV,47,9785,11403,13021,14639
Brazoria,TX,42,45527,91055,192644,294233
Brazos,TX,42,25148,73750,122352,170954
Breathitt,KY,16,15723,15699,15675,15651
Breckinridge,KY,16,10755,13532,16309,19086
Bremer,IA,14,21094,21974,22854,23734
Brevard,FL,8,137305,270257,403209,536161
Brewster,TX,42,7406,8017,8628,9239
Briscoe,TX,42,2880,2413,1946,1479
Bristol Bay,AK,1,2172,1780,1388,996
Bristol,MA,20,435615,471418,507221,543024
Bristol,RI,38,46587,47751,48915,50079
Bristol,VA,45,20179,19317,18455,17593
Broadwater,MT,25,804,2066,3328,4590
Bronx,NY,31,873841,1040447,1207053,1373659
Brooke,WV,47,33597,30285,26973,23661
Brookings,SD,40,17379,21333,25287,29241
Brooks,GA,9,13469,14426,15383,16340
Brooks,TX,42,9347,8761,8175,7589
Broome,NY,31,244810,228531,212252,195973
Broomfield,CO,5,0,0,0,53691
Broward,FL,8,270721,767011,1263301,1759591
Brown,IL,12,4421,5136,5851,6566
Brown,IN,13,13053,13592,14131,14670
Brown,KS,15,13260,12196,11132,10068
Brown,MN,22,28899,27937,26975,26013
Brown,NE,26,4554,4105,3656,3207
Brown,OH,34,17502,26320,35138,43956
Brown,SD,40,36358,35943,35528,35113
Brown,TX,42,25781,30049,34317,38585
Brown,WI,48,100209,147850,195491,243132
Brule,SD,40,5997,5728,5459,5190
Brunswick,NC,32,1664,3328,51271,99214
Brunswick,VA,45,12336,14161,15986,17811
Bryan,GA,9,577,1154,15643,30132
Bryan,OK,35,17303,24723,32143,39563
Buchanan,IA,14,20672,20757,20842,20927
Buchanan,MO,24,76672,79943,83214,86485
Buchanan,VA,45,45872,38548,31224,23900
Buckingham,VA,45,6881,9898,12915,15932
Bucks,PA,37,386985,465038,543091,621144
Buena Vista,IA,14,20424,20208,19992,19776
Buena Vista,VA,45,6329,6380,6431,6482
Buffalo,NE,26,22857,30230,37603,44976
Buffalo,SD,40,1115,1447,1779,2111
Buffalo,WI,48,13050,13304,13558,13812
Bullitt,KY,16,10914,21829,47880,73931
Bulloch,GA,9,10324,20648,43412,66176
Bullock,AL,0,11534,11283,11032,10781
Buncombe,NC,32,72070,123637,175204,226771
Bureau,IL,12,36998,36344,35690,35036
Burke,GA,9,16034,18274,20514,22754
Burke,NC,32,50188,63117,76046,88975
Burke,ND,33,5144,4050,2956,1862
Burleigh,ND,33,26289,43298,60307,77316
Burleson,TX,42,7703,10668,13633,16598
Burlington,NJ,29,294906,345543,396180,446817
Burnet,TX,42,809,1619,22654,43689
Burnett,WI,48,6742,9935,13128,16321
Burt,NE,26,9522,8701,7880,7059
Butler,AL,0,25344,23615,21886,20157
Butler,IA,14,17819,16766,15713,14660
Butler,KS,15,25926,38299,50672,63045
Butler,KY,16,7259,9258,11257,13256
Butler,MO,24,33937,36400,38863,41326
Butler,NE,26,8986,8783,8580,8377
Butler,OH,34,162933,227918,292903,357888
Butler,PA,37,94058,123350,152642,181934
Butte,CA,4,113398,148525,183652,218779
Butte,ID,11,3194,3053,2912,2771
Butte,SD,40,4819,6371,7923,9475
Butts,GA,9,3541,7083,15421,23759
Cabarrus,NC,32,17959,35918,99590,163262
Cabell,WV,47,101392,99073,96754,94435
Cache,UT,43,16016,32033,70460,108887
Caddo,LA,17,238194,242999,247804,252609
Caddo,OK,35,29671,29546,29421,29296
Calaveras,CA,4,3938,18240,32542,46844
Calcasieu,LA,17,135831,152058,168285,184512
Caldwell,KY,16,14113,13665,13217,12769
Caldwell,LA,17,8756,9273,9790,10307
Caldwell,MO,24,6584,7484,8384,9284
Caldwell,NC,32,53630,62238,70846,79454
Caldwell,TX,42,5421,15849,26277,36705
Caledonia,VT,44,22636,25309,27982,30655
Calhoun,AL,0,122148,119133,116118,113103
Calhoun,AR,3,6393,6107,5821,5535
Calhoun,FL,8,5944,8494,11044,13594
Calhoun,GA,9,2888,3958,5028,6098
Calhoun,IA,14,14529,13015,11501,9987
Calhoun,IL,12,5686,5513,5340,5167
Calhoun,MI,21,135448,135837,136226,136615
Calhoun,MS,23,15608,15269,14930,14591
Calhoun,SC,39,8822,10807,12792,14777
Calhoun,TX,42,16491,17778,19065,20352
Calhoun,WV,47,9241,8561,7881,7201
Callahan,TX,42,8300,10036,11772,13508
Callaway,MO,24,11973,22458,32943,43428
Calloway,KY,16,20040,25423,30806,36189
Calumet,WI,48,14473,24423,34373,44323
Calvert,MD,19,7842,15685,51954,88223
Camas,ID,11,13,376,739,1102
Cambria,PA,37,198824,180881,162938,144995
Camden,GA,9,6389,12779,30734,48689
Camden,MO,24,1964,14805,27646,40487
Camden,NC,32,1192,2384,5937,9490
Camden,NJ,29,483034,493279,503524,513769
Cameron,LA,17,12889,11064,9239,7414
Cameron,PA,37,7008,6455,5902,5349
Cameron,TX,42,10764,136246,261728,387210
Camp,TX,42,4631,7273,9915,12557
Campbell,KY,16,78515,81296,84077,86858
Campbell,SD,40,3080,2519,1958,1397
Campbell,TN,41,23992,29585,35178,40771
Campbell,VA,45,37483,42602,47721,52840
Campbell,WY,49,7343,18373,29403,40433
Canadian,OK,35,16868,45765,74662,103559
Candler,GA,9,2270,5030,7790,10550
Cannon,TN,41,4687,7602,10517,13432
Canyon,ID,11,985,1971,90676,179381
Cape Girardeau,MO,24,39902,50848,61794,72740
Cape May,NJ,29,93260,94314,95368,96422
Carbon,MT,25,4789,6433,8077,9721
Carbon,PA,37,44450,50714,56978,63242
Carbon,UT,43,21170,20658,20146,19634
Carbon,WY,49,18852,17730,16608,15486
Caribou,ID,11,7150,7054,6958,6862
Carlisle,KY,16,5322,5270,5218,5166
Carlton,MN,22,20177,24749,29321,33893
Caroline,MD,19,15555,21340,27125,32910
Caroline,VA,45,3459,11400,19341,27282
Carroll,AR,3,1452,10111,18770,27429
Carroll,GA,9,15898,31796,71875,111954
Carroll,IA,14,22399,21907,21415,20923
Carroll,IL,12,18544,17672,16800,15928
Carroll,IN,13,16495,17659,18823,19987
Carroll,KY,16,6879,8095,9311,10527
Carroll,MD,19,33818,78952,124086,169220
Carroll,MO,24,12493,11615,10737,9859
Carroll,MS,23,7160,8208,9256,10304
Carroll,NH,28,12016,23804,35592,47380
Carroll,OH,34,22591,24566,26541,28516
Carroll,TN,41,24884,26229,27574,28919
Carroll,VA,45,21635,24130,26625,29120
Carson City,NV,27,12264,26489,40714,54939
Carson,TX,42,6943,6748,6553,6358
Carter,KY,16,18319,21354,24389,27424
Carter,MO,24,4714,5119,5524,5929
Carter,MT,25,1931,1710,1489,1268
Carter,OK,35,33533,38216,42899,47582
Carter,TN,41,36608,44138,51668,59198
Carteret,NC,32,31585,42136,52687,63238
Carver,MN,22,4179,8359,48409,88459
Cascade,MT,25,69814,73801,77788,81775
Casey,KY,16,10241,12217,14193,16169
Cass,IA,14,17562,16336,15110,13884
Cass,IL,12,12887,13167,13447,13727
Cass,IN,13,36988,37723,38458,39193
Cass,MI,21,47461,48491,49521,50551
Cass,MN,22,8161,15015,21869,28723
Cass,MO,24,15588,31177,64155,97133
Cass,ND,33,34730,69014,103298,137582
Cass,NE,26,12923,17141,21359,25577
Cass,TX,42,31192,30582,29972,29362
Cassia,ID,11,16883,18242,19601,20960
Castro,TX,42,12601,10804,9007,7210
Caswell,NC,32,15491,18081,20671,23261
Catahoula,LA,17,12156,11588,11020,10452
Catawba,NC,32,45543,82244,118945,155646
Catoosa,GA,9,3597,23145,42693,62241
Catron,NM,30,878,1729,2580,3431
Cattaraugus,NY,31,93191,88823,84455,80087
Cavalier,ND,33,10301,8171,6041,3911
Cayuga,NY,31,87206,84826,82446,80066
Cecil,MD,19,16208,44037,71866,99695
Cedar,IA,14,16361,16904,17447,17990
Cedar,MO,24,8932,10531,12130,13729
Cedar,NE,26,13330,11730,10130,8530
Centre,PA,37,86377,105804,125231,144658
Cerro Gordo,IA,14,52287,49530,46773,44016
Chaffee,CO,5,4526,8611,12696,16781
Chambers,AL,0,41124,39004,36884,34764
Chambers,TX,42,2890,11517,20144,28771
Champaign,IL,12,139503,156422,173341,190260
Champaign,OH,34,29286,32698,36110,39522
Chariton,MO,24,11857,10519,9181,7843
Charles City,VA,45,4568,5434,6300,7166
Charles Mix,SD,40,9451,9285,9119,8953
Charles,MD,19,24365,63058,101751,140444
Charleston,SC,39,200947,248289,295631,342973
Charlevoix,MI,21,12417,17005,21593,26181
Charlotte,FL,8,32835,72828,112821,152814
Charlotte,VA,45,10458,11083,11708,12333
Charlottesville,VA,45,40037,40434,40831,41228
Charlton,GA,9,4315,6413,8511,10609
Chase,KS,15,3227,3112,2997,2882
Chase,NE,26,5816,5110,4404,3698
Chatham,GA,9,155655,186593,217531,248469
Chatham,NC,32,8488,16977,39216,61455
Chattahoochee,GA,9,31327,24028,16729,9430
Chattooga,GA,9,13267,17777,22287,26797
Chautauqua,KS,15,5540,4962,4384,3806
Chautauqua,NY,31,158272,150163,142054,133945
Chaves,NM,30,48909,53471,58033,62595
Cheatham,TN,41,3706,15508,27310,39112
Cheboygan,MI,21,11006,16260,21514,26768
Chelan,WA,46,15442,33959,52476,70993
Chemung,NY,31,109846,102569,95292,88015
Chenango,NY,31,53025,52419,51813,51207
Cherokee,AL,0,9809,14726,19643,24560
Cherokee,GA,9,22830,45661,91323,204363
Cherokee,IA,14,18949,16528,14107,11686
Cherokee,KS,15,21274,21295,21316,21337
Cherokee,NC,32,7680,13953,20226,26499
Cherokee,OK,35,11724,22947,34170,45393
Cherokee,SC,39,25941,35299,44657,54015
Cherokee,TX,42,26869,33969,41069,48169
Cherry,NE,26,7413,6848,6283,5718
Chesapeake,VA,45,21697,87516,153335,219154
Cheshire,NH,28,55315,62785,70255,77725
Chester,PA,37,160806,269319,377832,486345
Chester,SC,39,31550,31877,32204,32531
Chester,TN,41,6251,9548,12845,16142
Chesterfield,SC,39,30479,34573,38667,42761
Chesterfield,VA,45,35803,123765,211727,299689
Cheyenne,CO,5,3659,3027,2395,1763
Cheyenne,KS,15,4076,3651,3226,2801
Cheyenne,NE,26,8520,9004,9488,9972
Chickasaw,IA,14,15434,14361,13288,12215
Chickasaw,MS,23,16523,17340,18157,18974
Chicot,AR,3,22280,18955,15630,12305
Childress,TX,42,2762,4360,5958,7556
Chilton,AL,0,13052,22801,32550,42299
Chippewa,MI,21,26520,30654,34788,38922
Chippewa,MN,22,14697,13953,13209,12465
Chippewa,WI,48,36378,44386,52394,60402
Chisago,MN,22,5621,11242,30685,50128
Chittenden,VT,44,92777,112460,132143,151826
Choctaw,AL,0,19636,17815,15994,14173
Choctaw,MS,23,9184,9140,9096,9052
Choctaw,OK,35,15929,15623,15317,15011
Chouteau,MT,25,5896,5682,5468,5254
Chowan,NC,32,11350,12445,13540,14635
Christian,IL,12,34255,34351,34447,34543
Christian,KY,16,44733,56778,68823,80868
Christian,MO,24,8257,16514,33029,73066
Churchill,NV,27,4335,11187,18039,24891
Cibola,NM,30,16548,20119,23690,27261
Cimarron,OK,35,4554,3924,3294,2664
Citrus,FL,8,3597,49121,94645,140169
Clackamas,OR,36,90084,185473,280862,376251
Claiborne,LA,17,19496,18425,17354,16283
Claiborne,MS,23,12154,11769,11384,10999
Claiborne,TN,41,16006,21094,26182,31270
Clallam,WA,46,28627,42576,56525,70474
Clare,MI,21,13831,19453,25075,30697
Clarendon,SC,39,19889,24200,28511,32822
Clarion,PA,37,45053,43378,41703,40028
Clark,AR,3,17150,19295,21440,23585
Clark,ID,11,468,614,760,906
Clark,IL,12,14022,14976,15930,16884
Clark,IN,13,53099,70411,87723,105035
Clark,KS,15,3072,2746,2420,2094
Clark,KY,16,17610,23590,29570,35550
Clark,MO,24,8129,7826,7523,7220
Clark,NV,27,0,378085,756170,1836333
Clark,OH,34,161834,154715,147596,140477
Clark,SD,40,6220,5304,4388,3472
Clark,WA,46,31848,63696,240883,418070
Clark,WI,48,27961,29804,31647,33490
Clarke,AL,0,28875,28082,27289,26496
Clarke,GA,9,36048,62053,88058,114063
Clarke,IA,14,6913,7607,8301,8995
Clarke,MS,23,17051,17172,17293,17414
Clarke,VA,45,7515,9797,12079,14361
Clatsop,OR,36,25580,29508,33436,37364
Clay,AL,0,12276,12780,13284,13788
Clay,AR,3,22020,20058,18096,16134
Clay,FL,8,15740,31481,106752,182023
Clay,GA,9,3612,3477,3342,3207
Clay,IA,14,19584,18619,17654,16689
Clay,IL,12,15630,15051,14472,13893
Clay,IN,13,20906,22820,24734,26648
Clay,KS,15,10008,9567,9126,8685
Clay,KY,16,17715,19720,21725,23730
Clay,MN,22,41692,46073,50454,54835
Clay,MO,24,38696,96448,154200,211952
Clay,MS,23,21515,21333,21151,20969
Clay,NC,32,1025,4096,7167,10238
Clay,NE,26,8691,7904,7117,6330
Clay,SD,40,12851,13022,13193,13364
Clay,TN,41,5992,6618,7244,7870
Clay,TX,42,7762,8881,10000,11119
Clay,WV,47,9601,9774,9947,10120
Clayton,GA,9,3873,93321,182769,272217
Clayton,IA,14,21822,20443,19064,17685
Clear Creek,CO,5,4984,6308,7632,8956
Clearfield,PA,37,71558,74856,78154,81452
Clearwater,ID,11,8993,8739,8485,8231
Clearwater,MN,22,8482,8403,8324,8245
Cleburne,AL,0,8772,10748,12724,14700
Cleburne,AR,3,7746,13633,19520,25407
Clermont,OH,34,65780,108350,150920,193490
Cleveland,AR,3,5754,6759,7764,8769
Cleveland,NC,32,58757,71989,85221,98453
Cleveland,OK,35,51244,112980,174716,236452
Clifton Forge,VA,45,13932,9288,4644,0
Clinch,GA,9,4496,5328,6160,6992
Clinton,IA,14,55171,53131,51091,49051
Clinton,IL,12,28986,31474,33962,36450
Clinton,IN,13,25590,28325,31060,33795
Clinton,KY,16,8414,8788,9162,9536
Clinton,MI,21,34898,46517,58136,69755
Clinton,MO,24,8162,12406,16650,20894
Clinton,NY,31,94050,90105,86160,82215
Clinton,OH,34,20601,28091,35581,43071
Clinton,PA,37,37378,37323,37268,37213
Cloud,KS,15,14218,12606,10994,9382
Coahoma,MS,23,39609,35587,31565,27543
Coal,OK,35,5802,5771,5740,5709
Cobb,GA,9,104983,209967,450936,691905
Cochise,AZ,2,38022,67970,97918,127866
Cochran,TX,42,6931,5650,4369,3088
Cocke,TN,41,16941,23073,29205,35337
Coconino,AZ,2,36418,66762,97106,127450
Codington,SD,40,15667,19230,22793,26356
Coffee,AL,0,27293,33793,40293,46793
Coffee,GA,9,9110,19435,29760,40085
Coffee,TN,41,18039,29273,40507,51741
Coffey,KS,15,8316,8362,8408,8454
Coke,TX,42,3123,3269,3415,3561
Colbert,AL,0,46452,49164,51876,54588
Cole,MO,24,43983,53888,63793,73698
Coleman,TX,42,11925,10800,9675,8550
Coles,IL,12,52991,52331,51671,51011
Colfax,NE,26,7535,8348,9161,9974
Colfax,NM,30,12331,12626,12921,13216
Colleton,SC,39,25748,30133,34518,38903
Collier,FL,8,0,77284,154568,315839
Collin,TX,42,0,133428,266856,730690
Collingsworth,TX,42,4715,4134,3553,2972
Colonial Heights,VA,45,12615,14342,16069,17796
Colorado,TX,42,13868,16134,18400,20666
Colquitt,GA,9,20577,28656,36735,44814
Columbia,AR,3,28371,27031,25691,24351
Columbia,FL,8,8868,17737,42861,67985
Columbia,GA,9,12269,24538,66819,109100
Columbia,NY,31,64418,63733,63048,62363
Columbia,OR,36,15435,26622,37809,48996
Columbia,PA,37,60493,61904,63315,64726
Columbia,WA,46,4088,4054,4020,3986
Columbia,WI,48,24959,35066,45173,55280
Columbiana,OH,34,108104,108302,108500,108698
Columbus,NC,32,40585,45072,49559,54046
Colusa,CA,4,6401,11368,16335,21302
Comal,TX,42,12983,25967,51935,105187
Comanche,KS,15,3115,2706,2297,1888
Comanche,OK,35,106797,109135,111473,113811
Comanche,TX,42,13043,13209,13375,13541
Concho,TX,42,2054,2569,3084,3599
Concordia,LA,17,24245,22516,20787,19058
Conecuh,AL,0,15806,14924,14042,13160
Conejos,CO,5,6289,6884,7479,8074
Contra Costa,CA,4,388671,598994,809317,1019640
Converse,WY,49,7471,9270,11069,12868
Conway,AR,3,16033,17602,19171,20740
Cook,GA,9,7537,10502,13467,16432
Cook,IL,12,4758358,4933941,5109524,5285107
Cook,MN,22,832,2354,3876,5398
Cooke,TX,42,16070,23542,31014,38486
Cooper,MO,24,9413,12123,14833,17543
